provider	model_id	provider_model_dir	openrouter_model_id	openrouter_model_dir	missing_fields
berget	meta-llama/Llama-3.3-70B-Instruct	meta-llama-llama-3-3-70b-instruct	meta-llama/llama-3.3-70b-instruct	meta-llama-llama-3-3-70b-instruct	limit.context,features.attachment
berget	openai/gpt-oss-120b	openai-gpt-oss-120b	openai/gpt-oss-120b	openai-gpt-oss-120b	limit.context
cortecs	nvidia-nemotron-3-nano-30b-a3b	nvidia-nemotron-3-nano-30b-a3b	nvidia/nemotron-3-nano-30b-a3b	nvidia-nemotron-3-nano-30b-a3b	modalities.input,modalities.output
deepinfra	google/gemini-2.5-flash	google-gemini-2-5-flash	google/gemini-2.5-flash	google-gemini-2-5-flash	features.tool_call,modalities.input,modalities.output
deepinfra	google/gemini-2.5-pro	google-gemini-2-5-pro	google/gemini-2.5-pro	google-gemini-2-5-pro	features.tool_call,modalities.input,modalities.output
deepinfra	google/gemma-3-12b-it	google-gemma-3-12b-it	google/gemma-3-12b-it	google-gemma-3-12b-it	features.tool_call,modalities.input,modalities.output
deepinfra	google/gemma-3-27b-it	google-gemma-3-27b-it	google/gemma-3-27b-it	google-gemma-3-27b-it	features.tool_call,modalities.input,modalities.output
deepinfra	google/gemma-3-4b-it	google-gemma-3-4b-it	google/gemma-3-4b-it	google-gemma-3-4b-it	features.tool_call,modalities.input,modalities.output
deepinfra	google/gemma-4-26B-A4B-it	google-gemma-4-26b-a4b-it	google/gemma-4-26b-a4b-it	google-gemma-4-26b-a4b-it	features.tool_call,modalities.input,modalities.output
deepinfra	google/gemma-4-31B-it	google-gemma-4-31b-it	google/gemma-4-31b-it	google-gemma-4-31b-it	features.tool_call,modalities.input,modalities.output
deepinfra	Gryphe/MythoMax-L2-13b	gryphe-mythomax-l2-13b	gryphe/mythomax-l2-13b	gryphe-mythomax-l2-13b	features.tool_call,modalities.input,modalities.output
deepinfra	meta-llama/Llama-3.2-11B-Vision-Instruct	meta-llama-llama-3-2-11b-vision-instruct	meta-llama/llama-3.2-11b-vision-instruct	meta-llama-llama-3-2-11b-vision-instruct	features.tool_call,modalities.input,modalities.output
deepinfra	meta-llama/Llama-Guard-4-12B	meta-llama-llama-guard-4-12b	meta-llama/llama-guard-4-12b	meta-llama-llama-guard-4-12b	features.tool_call,modalities.input,modalities.output
deepinfra	microsoft/phi-4	microsoft-phi-4	microsoft/phi-4	microsoft-phi-4	features.tool_call,modalities.input,modalities.output
deepinfra	mistralai/Mistral-Small-24B-Instruct-2501	mistralai-mistral-small-24b-instruct-2501	mistralai/mistral-small-24b-instruct-2501	mistralai-mistral-small-24b-instruct-2501	features.tool_call,modalities.input,modalities.output
deepinfra	moonshotai/Kimi-K2.5	moonshotai-kimi-k2-5	moonshotai/kimi-k2.5	moonshotai-kimi-k2-5	features.tool_call,modalities.input,modalities.output
deepinfra	moonshotai/Kimi-K2.6	moonshotai-kimi-k2-6	moonshotai/kimi-k2.6	moonshotai-kimi-k2-6	features.tool_call,modalities.input,modalities.output
deepinfra	NousResearch/Hermes-3-Llama-3.1-405B	nousresearch-hermes-3-llama-3-1-405b	nousresearch/hermes-3-llama-3.1-405b	nousresearch-hermes-3-llama-3-1-405b	features.tool_call,modalities.input,modalities.output
deepinfra	NousResearch/Hermes-3-Llama-3.1-70B	nousresearch-hermes-3-llama-3-1-70b	nousresearch/hermes-3-llama-3.1-70b	nousresearch-hermes-3-llama-3-1-70b	features.tool_call,modalities.input,modalities.output
deepinfra	nvidia/Llama-3.3-Nemotron-Super-49B-v1.5	nvidia-llama-3-3-nemotron-super-49b-v1-5	nvidia/llama-3.3-nemotron-super-49b-v1.5	nvidia-llama-3-3-nemotron-super-49b-v1-5	features.tool_call,modalities.input,modalities.output
deepinfra	nvidia/Nemotron-3-Nano-30B-A3B	nvidia-nemotron-3-nano-30b-a3b	nvidia/nemotron-3-nano-30b-a3b	nvidia-nemotron-3-nano-30b-a3b	features.tool_call,modalities.input,modalities.output
deepinfra	openai/gpt-oss-120b	openai-gpt-oss-120b	openai/gpt-oss-120b	openai-gpt-oss-120b	features.tool_call,modalities.input,modalities.output
deepinfra	openai/gpt-oss-20b	openai-gpt-oss-20b	openai/gpt-oss-20b	openai-gpt-oss-20b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3-14B	qwen-qwen3-14b	qwen/qwen3-14b	qwen-qwen3-14b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3-235B-A22B-Thinking-2507	qwen-qwen3-235b-a22b-thinking-2507	qwen/qwen3-235b-a22b-thinking-2507	qwen-qwen3-235b-a22b-thinking-2507	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3-30B-A3B	qwen-qwen3-30b-a3b	qwen/qwen3-30b-a3b	qwen-qwen3-30b-a3b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3-32B	qwen-qwen3-32b	qwen/qwen3-32b	qwen-qwen3-32b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3.5-122B-A10B	qwen-qwen3-5-122b-a10b	qwen/qwen3.5-122b-a10b	qwen-qwen3-5-122b-a10b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3.5-27B	qwen-qwen3-5-27b	qwen/qwen3.5-27b	qwen-qwen3-5-27b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3.5-35B-A3B	qwen-qwen3-5-35b-a3b	qwen/qwen3.5-35b-a3b	qwen-qwen3-5-35b-a3b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3.5-397B-A17B	qwen-qwen3-5-397b-a17b	qwen/qwen3.5-397b-a17b	qwen-qwen3-5-397b-a17b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3.5-9B	qwen-qwen3-5-9b	qwen/qwen3.5-9b	qwen-qwen3-5-9b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3.6-27B	qwen-qwen3-6-27b	qwen/qwen3.6-27b	qwen-qwen3-6-27b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3.6-35B-A3B	qwen-qwen3-6-35b-a3b	qwen/qwen3.6-35b-a3b	qwen-qwen3-6-35b-a3b	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3-Max	qwen-qwen3-max	qwen/qwen3-max	qwen-qwen3-max	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3-Max-Thinking	qwen-qwen3-max-thinking	qwen/qwen3-max-thinking	qwen-qwen3-max-thinking	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3-Next-80B-A3B-Instruct	qwen-qwen3-next-80b-a3b-instruct	qwen/qwen3-next-80b-a3b-instruct	qwen-qwen3-next-80b-a3b-instruct	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3-VL-235B-A22B-Instruct	qwen-qwen3-vl-235b-a22b-instruct	qwen/qwen3-vl-235b-a22b-instruct	qwen-qwen3-vl-235b-a22b-instruct	features.tool_call,modalities.input,modalities.output
deepinfra	Qwen/Qwen3-VL-30B-A3B-Instruct	qwen-qwen3-vl-30b-a3b-instruct	qwen/qwen3-vl-30b-a3b-instruct	qwen-qwen3-vl-30b-a3b-instruct	features.tool_call,modalities.input,modalities.output
github-models	deepseek/deepseek-r1	deepseek-deepseek-r1	deepseek/deepseek-r1	deepseek-deepseek-r1	limit.context,pricing.input,pricing.output
github-models	deepseek/deepseek-r1-0528	deepseek-deepseek-r1-0528	deepseek/deepseek-r1-0528	deepseek-deepseek-r1-0528	limit.context,pricing.input,pricing.output
github-models	microsoft/phi-4	microsoft-phi-4	microsoft/phi-4	microsoft-phi-4	limit.context,pricing.input,pricing.output
github-models	microsoft/phi-4-mini-instruct	microsoft-phi-4-mini-instruct	microsoft/phi-4-mini-instruct	microsoft-phi-4-mini-instruct	limit.context,pricing.input,pricing.output
github-models	openai/gpt-4.1	openai-gpt-4-1	openai/gpt-4.1	openai-gpt-4-1	limit.context,pricing.input,pricing.output
github-models	openai/gpt-4.1-mini	openai-gpt-4-1-mini	openai/gpt-4.1-mini	openai-gpt-4-1-mini	limit.context,pricing.input,pricing.output
github-models	openai/gpt-4.1-nano	openai-gpt-4-1-nano	openai/gpt-4.1-nano	openai-gpt-4-1-nano	limit.context,pricing.input,pricing.output
github-models	openai/gpt-4o	openai-gpt-4o	openai/gpt-4o	openai-gpt-4o	limit.context,pricing.input,pricing.output
github-models	openai/gpt-4o-mini	openai-gpt-4o-mini	openai/gpt-4o-mini	openai-gpt-4o-mini	limit.context,pricing.input,pricing.output
github-models	openai/gpt-5	openai-gpt-5	openai/gpt-5	openai-gpt-5	limit.context,pricing.input,pricing.output
github-models	openai/gpt-5-chat	openai-gpt-5-chat	openai/gpt-5-chat	openai-gpt-5-chat	limit.context,pricing.input,pricing.output
github-models	openai/gpt-5-mini	openai-gpt-5-mini	openai/gpt-5-mini	openai-gpt-5-mini	limit.context,pricing.input,pricing.output
github-models	openai/gpt-5-nano	openai-gpt-5-nano	openai/gpt-5-nano	openai-gpt-5-nano	limit.context,pricing.input,pricing.output
github-models	openai/o1	openai-o1	openai/o1	openai-o1	limit.context,pricing.input,pricing.output
github-models	openai/o3	openai-o3	openai/o3	openai-o3	limit.context,pricing.input,pricing.output
github-models	openai/o3-mini	openai-o3-mini	openai/o3-mini	openai-o3-mini	limit.context,pricing.input,pricing.output
github-models	openai/o4-mini	openai-o4-mini	openai/o4-mini	openai-o4-mini	limit.context,pricing.input,pricing.output
huggingface	google/gemma-3-27b-it	google-gemma-3-27b-it	google/gemma-3-27b-it	google-gemma-3-27b-it	limit.context,pricing.input,pricing.output,features.tool_call
huggingface	meta-llama/Llama-3.1-70B-Instruct	meta-llama-llama-3-1-70b-instruct	meta-llama/llama-3.1-70b-instruct	meta-llama-llama-3-1-70b-instruct	limit.context,pricing.input,pricing.output,features.tool_call
huggingface	meta-llama/Llama-3.2-1B-Instruct	meta-llama-llama-3-2-1b-instruct	meta-llama/llama-3.2-1b-instruct	meta-llama-llama-3-2-1b-instruct	pricing.input,pricing.output
huggingface	openai/gpt-oss-safeguard-20b	openai-gpt-oss-safeguard-20b	openai/gpt-oss-safeguard-20b	openai-gpt-oss-safeguard-20b	pricing.input,pricing.output
huggingface	Qwen/Qwen3-8B	qwen-qwen3-8b	qwen/qwen3-8b	qwen-qwen3-8b	pricing.input,pricing.output
io-net	google/gemma-4-26b-a4b-it	google-gemma-4-26b-a4b-it	google/gemma-4-26b-a4b-it	google-gemma-4-26b-a4b-it	features.tool_call,modalities.output
io-net	meta-llama/Llama-3.3-70B-Instruct	meta-llama-llama-3-3-70b-instruct	meta-llama/llama-3.3-70b-instruct	meta-llama-llama-3-3-70b-instruct	features.tool_call,modalities.output
io-net	moonshotai/Kimi-K2.5	moonshotai-kimi-k2-5	moonshotai/kimi-k2.5	moonshotai-kimi-k2-5	features.tool_call,modalities.output
io-net	moonshotai/Kimi-K2.6	moonshotai-kimi-k2-6	moonshotai/kimi-k2.6	moonshotai-kimi-k2-6	features.tool_call,modalities.output
io-net	moonshotai/Kimi-K2-Thinking	moonshotai-kimi-k2-thinking	moonshotai/kimi-k2-thinking	moonshotai-kimi-k2-thinking	features.tool_call,modalities.output
io-net	openai/gpt-oss-120b	openai-gpt-oss-120b	openai/gpt-oss-120b	openai-gpt-oss-120b	features.tool_call,modalities.output
io-net	openai/gpt-oss-20b	openai-gpt-oss-20b	openai/gpt-oss-20b	openai-gpt-oss-20b	features.tool_call,modalities.output
io-net	Qwen/Qwen3-Next-80B-A3B-Instruct	qwen-qwen3-next-80b-a3b-instruct	qwen/qwen3-next-80b-a3b-instruct	qwen-qwen3-next-80b-a3b-instruct	features.tool_call,modalities.output
kilo	openrouter/free	openrouter-free	openrouter/free	openrouter-free	limit.context
modelscope	MiniMax/MiniMax-M2.5	minimax-minimax-m2-5	minimax/minimax-m2.5	minimax-minimax-m2-5	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	MiniMax/MiniMax-M2.7	minimax-minimax-m2-7	minimax/minimax-m2.7	minimax-minimax-m2-7	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	moonshotai/Kimi-K2.5	moonshotai-kimi-k2-5	moonshotai/kimi-k2.5	moonshotai-kimi-k2-5	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-14B	qwen-qwen3-14b	qwen/qwen3-14b	qwen-qwen3-14b	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-235B-A22B	qwen-qwen3-235b-a22b	qwen/qwen3-235b-a22b	qwen-qwen3-235b-a22b	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-235B-A22B-Thinking-2507	qwen-qwen3-235b-a22b-thinking-2507	qwen/qwen3-235b-a22b-thinking-2507	qwen-qwen3-235b-a22b-thinking-2507	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-30B-A3B	qwen-qwen3-30b-a3b	qwen/qwen3-30b-a3b	qwen-qwen3-30b-a3b	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-30B-A3B-Thinking-2507	qwen-qwen3-30b-a3b-thinking-2507	qwen/qwen3-30b-a3b-thinking-2507	qwen-qwen3-30b-a3b-thinking-2507	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-32B	qwen-qwen3-32b	qwen/qwen3-32b	qwen-qwen3-32b	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3.5-122B-A10B	qwen-qwen3-5-122b-a10b	qwen/qwen3.5-122b-a10b	qwen-qwen3-5-122b-a10b	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3.5-27B	qwen-qwen3-5-27b	qwen/qwen3.5-27b	qwen-qwen3-5-27b	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3.5-35B-A3B	qwen-qwen3-5-35b-a3b	qwen/qwen3.5-35b-a3b	qwen-qwen3-5-35b-a3b	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3.5-397B-A17B	qwen-qwen3-5-397b-a17b	qwen/qwen3.5-397b-a17b	qwen-qwen3-5-397b-a17b	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-8B	qwen-qwen3-8b	qwen/qwen3-8b	qwen-qwen3-8b	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-Coder-30B-A3B-Instruct	qwen-qwen3-coder-30b-a3b-instruct	qwen/qwen3-coder-30b-a3b-instruct	qwen-qwen3-coder-30b-a3b-instruct	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-Next-80B-A3B-Instruct	qwen-qwen3-next-80b-a3b-instruct	qwen/qwen3-next-80b-a3b-instruct	qwen-qwen3-next-80b-a3b-instruct	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-Next-80B-A3B-Thinking	qwen-qwen3-next-80b-a3b-thinking	qwen/qwen3-next-80b-a3b-thinking	qwen-qwen3-next-80b-a3b-thinking	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-VL-235B-A22B-Instruct	qwen-qwen3-vl-235b-a22b-instruct	qwen/qwen3-vl-235b-a22b-instruct	qwen-qwen3-vl-235b-a22b-instruct	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-VL-8B-Instruct	qwen-qwen3-vl-8b-instruct	qwen/qwen3-vl-8b-instruct	qwen-qwen3-vl-8b-instruct	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
modelscope	Qwen/Qwen3-VL-8B-Thinking	qwen-qwen3-vl-8b-thinking	qwen/qwen3-vl-8b-thinking	qwen-qwen3-vl-8b-thinking	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
nvidia	google/gemma-3-12b-it	google-gemma-3-12b-it	google/gemma-3-12b-it	google-gemma-3-12b-it	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
nvidia	google/gemma-3-27b-it	google-gemma-3-27b-it	google/gemma-3-27b-it	google-gemma-3-27b-it	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
nvidia	google/gemma-3-4b-it	google-gemma-3-4b-it	google/gemma-3-4b-it	google-gemma-3-4b-it	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
nvidia	google/gemma-3n-e4b-it	google-gemma-3n-e4b-it	google/gemma-3n-e4b-it	google-gemma-3n-e4b-it	limit.context,pricing.input,pricing.output,features.tool_call
nvidia	google/gemma-4-31b-it	google-gemma-4-31b-it	google/gemma-4-31b-it	google-gemma-4-31b-it	pricing.input,pricing.output
nvidia	microsoft/phi-4-mini-instruct	microsoft-phi-4-mini-instruct	microsoft/phi-4-mini-instruct	microsoft-phi-4-mini-instruct	pricing.input,pricing.output,features.attachment
nvidia	mistralai/mistral-large	mistralai-mistral-large	mistralai/mistral-large	mistralai-mistral-large	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
nvidia	moonshotai/kimi-k2.6	moonshotai-kimi-k2-6	moonshotai/kimi-k2.6	moonshotai-kimi-k2-6	pricing.input,pricing.output
nvidia	moonshotai/kimi-k2-thinking	moonshotai-kimi-k2-thinking	moonshotai/kimi-k2-thinking	moonshotai-kimi-k2-thinking	pricing.input,pricing.output,features.attachment,modalities.output
nvidia	nvidia/llama-3.3-nemotron-super-49b-v1.5	nvidia-llama-3-3-nemotron-super-49b-v1-5	nvidia/llama-3.3-nemotron-super-49b-v1.5	nvidia-llama-3-3-nemotron-super-49b-v1-5	limit.context,pricing.input,pricing.output,features.attachment
nvidia	nvidia/nemotron-3-nano-30b-a3b	nvidia-nemotron-3-nano-30b-a3b	nvidia/nemotron-3-nano-30b-a3b	nvidia-nemotron-3-nano-30b-a3b	limit.context,pricing.input,pricing.output,features.attachment
nvidia	nvidia/nemotron-3-super-120b-a12b	nvidia-nemotron-3-super-120b-a12b	nvidia/nemotron-3-super-120b-a12b	nvidia-nemotron-3-super-120b-a12b	limit.context,pricing.input,pricing.output,features.attachment
nvidia	openai/gpt-oss-120b	openai-gpt-oss-120b	openai/gpt-oss-120b	openai-gpt-oss-120b	limit.context,pricing.input,pricing.output,features.attachment
nvidia	openai/gpt-oss-20b	openai-gpt-oss-20b	openai/gpt-oss-20b	openai-gpt-oss-20b	limit.context,pricing.input,pricing.output,features.attachment
nvidia	qwen/qwen3.5-122b-a10b	qwen-qwen3-5-122b-a10b	qwen/qwen3.5-122b-a10b	qwen-qwen3-5-122b-a10b	pricing.input,pricing.output
nvidia	qwen/qwen3.5-397b-a17b	qwen-qwen3-5-397b-a17b	qwen/qwen3.5-397b-a17b	qwen-qwen3-5-397b-a17b	pricing.input,pricing.output
nvidia	qwen/qwen3-next-80b-a3b-instruct	qwen-qwen3-next-80b-a3b-instruct	qwen/qwen3-next-80b-a3b-instruct	qwen-qwen3-next-80b-a3b-instruct	pricing.input,pricing.output,features.attachment
nvidia	qwen/qwen3-next-80b-a3b-thinking	qwen-qwen3-next-80b-a3b-thinking	qwen/qwen3-next-80b-a3b-thinking	qwen-qwen3-next-80b-a3b-thinking	limit.context,pricing.input,pricing.output,features.attachment
nvidia	z-ai/glm-5.1	z-ai-glm-5-1	z-ai/glm-5.1	z-ai-glm-5-1	limit.context,pricing.input,pricing.output,features.attachment,features.tool_call,modalities.input,modalities.output
poe	openai-gpt-oss-120b	openai-gpt-oss-120b	openai/gpt-oss-120b	openai-gpt-oss-120b	pricing.input,pricing.output
poe	openai-gpt-oss-20b	openai-gpt-oss-20b	openai/gpt-oss-20b	openai-gpt-oss-20b	pricing.input,pricing.output
poe	perplexity-sonar	perplexity-sonar	perplexity/sonar	perplexity-sonar	pricing.input,pricing.output
poe	perplexity-sonar-pro	perplexity-sonar-pro	perplexity/sonar-pro	perplexity-sonar-pro	pricing.input,pricing.output
togetherai	deepcogito/cogito-v2-1-671b	deepcogito-cogito-v2-1-671b	deepcogito/cogito-v2.1-671b	deepcogito-cogito-v2-1-671b	features.tool_call
togetherai	essentialai/rnj-1-instruct	essentialai-rnj-1-instruct	essentialai/rnj-1-instruct	essentialai-rnj-1-instruct	features.tool_call
togetherai	google/gemma-2-27b-it	google-gemma-2-27b-it	google/gemma-2-27b-it	google-gemma-2-27b-it	features.tool_call
togetherai	google/gemma-3-4b-it	google-gemma-3-4b-it	google/gemma-3-4b-it	google-gemma-3-4b-it	features.tool_call
togetherai	google/gemma-3n-E4B-it	google-gemma-3n-e4b-it	google/gemma-3n-e4b-it	google-gemma-3n-e4b-it	features.tool_call
togetherai	google/gemma-4-26B-A4B-it	google-gemma-4-26b-a4b-it	google/gemma-4-26b-a4b-it	google-gemma-4-26b-a4b-it	features.tool_call
togetherai	google/gemma-4-31B-it	google-gemma-4-31b-it	google/gemma-4-31b-it	google-gemma-4-31b-it	features.tool_call
togetherai	meta-llama/Llama-3.2-1B-Instruct	meta-llama-llama-3-2-1b-instruct	meta-llama/llama-3.2-1b-instruct	meta-llama-llama-3-2-1b-instruct	features.tool_call
